Brand,Vehicle_Type,Title,Fuel Type,Gear,Price,Year,Location,Mileage,Listing_URL
Nissan,Car,Nissan March 2006 Car,Petrol,Automatic,Negotiable,2006,Anuradapura,1 km,https://riyasewana.com/buy/nissan-march-sale-anuradapura-11977045
Nissan,Car,Nissan FG10 2003 Car,Petrol,Automatic,"Rs. 4,300,000",2003,Matugama,"201,300 km",https://riyasewana.com/buy/nissan-fg10-sale-matugama-11977010
Toyota,Car,Toyota IST 2006 Car,Petrol,Automatic,Negotiable,2006,Negombo,"127,500 km",https://riyasewana.com/buy/toyota-ist-sale-negombo-11976956
Toyota,Car,Toyota Passo 2004 Car,Petrol,Automatic,"Rs. 4,550,000",2004,Galle,"164,000 km",https://riyasewana.com/buy/toyota-passo-sale-galle-11976878
Suzuki,Car,Suzuki Swift 2008 Car,Petrol,Automatic,"Rs. 5,950,000",2008,Wennappuwa,"221,000 km",https://riyasewana.com/buy/suzuki-swift-sale-wennappuwa-11976802
Toyota,Car,Toyota Roomy 2018 Car,Petrol,Automatic,"Rs. 8,380,000",2018,Panadura,"119,000 km",https://riyasewana.com/buy/toyota-roomy-sale-panadura-11976651
Toyota,Car,Toyota Vitz 2008 Car,Petrol,Automatic,"Rs. 5,850,000",2008,Mirigama,"171,000 km",https://riyasewana.com/buy/toyota-vitz-sale-mirigama-11976569
Toyota,Car,Toyota Premio 2013 Car,Petrol,Automatic,"Rs. 11,700,000",2013,Malabe,"210,000 km",https://riyasewana.com/buy/toyota-premio-sale-malabe-11976505
Toyota,Car,Toyota Vitz KSP90 2007 Car,Petrol,Automatic,"Rs. 5,900,000",2007,Piliyandala,"100,912 km",https://riyasewana.com/buy/toyota-vitz-ksp90-sale-piliyandala-11976485
Mazda,Car,Mazda RX-8 2009 Car,Petrol,Automatic,"Rs. 8,700,000",2009,Wattala,"63,000 km",https://riyasewana.com/buy/mazda-rx-8-sale-wattala-11899540
Toyota,Car,Toyota IST 2007 Car,Petrol,Automatic,"Rs. 6,600,000",2007,Kelaniya,"350,000 km",https://riyasewana.com/buy/toyota-ist-sale-kelaniya-11976294
Toyota,Car,Toyota Vitz 2006 Car,Petrol,Automatic,Negotiable,2006,Moratuwa,"170,350 km",https://riyasewana.com/buy/toyota-vitz-sale-moratuwa-11976260
Toyota,Car,Toyota Allion 2003 Car,Petrol,Automatic,"Rs. 7,100,000",2003,Kolonnawa,170 km,https://riyasewana.com/buy/toyota-allion-sale-kolonnawa-11976228
Micro,Car,Micro Baic X25 2020 Car,Petrol,Automatic,"Rs. 7,000,000",2020,Colombo,"31,000 km",https://riyasewana.com/buy/micro-baic-x25-sale-colombo-11976172
Toyota,Car,Toyota Mark 2 2001 Car,Petrol,Automatic,Negotiable,2001,Kuliyapitiya,,https://riyasewana.com/buy/toyota-mark-2-sale-kuliyapitiya-11976031
Suzuki,Car,Suzuki Alto Japan 2018 Car,Petrol,Automatic,"Rs. 5,590,000",2018,Kurunegala,"96,500 km",https://riyasewana.com/buy/suzuki-alto-japan-sale-kurunegala-11976027
Toyota,Car,Toyota Allion G Plus 2016 Car,Petrol,Automatic,Negotiable,2016,Kurunegala,,https://riyasewana.com/buy/toyota-allion-g-sale-kurunegala-11975873
Toyota,Car,Toyota Corolla 121 2002 Car,Petrol,Automatic,"Rs. 5,850,000",2002,Galle,"223,000 km",https://riyasewana.com/buy/toyota-corolla-121-sale-galle-11975651
Daihatsu,Car,Daihatsu Copen 2016 Car,Petrol,Automatic,"Rs. 6,550,000",2016,Colombo,"43,500 km",https://riyasewana.com/buy/daihatsu-copen-sale-colombo-11975529
Nissan,Car,Nissan AD Wagon 2000 Car,Petrol,Automatic,Negotiable,2000,Malabe,"265,000 km",https://riyasewana.com/buy/nissan-ad-wagon-sale-malabe-11975523
Honda,Car,Honda Fit Aria GD8 2006 Car,Petrol,Automatic,"Rs. 5,100,000",2006,Battaramulla,"142,000 km",https://riyasewana.com/buy/honda-fit-aria-sale-battaramulla-11975483
Toyota,Car,Toyota Belta 2007 Car,Petrol,Automatic,"Rs. 6,200,000",2007,Ratnapura,"152,000 km",https://riyasewana.com/buy/toyota-belta-sale-ratnapura-11975463
Nissan,Car,Nissan FB14 1997 Car,Petrol,Automatic,"Rs. 3,290,000",1997,Kurunegala,"223,545 km",https://riyasewana.com/buy/nissan-fb14-sale-kurunegala-11975418
Perodua,Car,Perodua Viva Elite 2010 Car,Petrol,Automatic,Negotiable,2010,Colombo,"120,000 km",https://riyasewana.com/buy/perodua-viva-elite-sale-colombo-11975307
Mazda,Car,Mazda Familia 2000 Car,Petrol,Automatic,"Rs. 3,850,000",2000,Embilipitiya,"100,000 km",https://riyasewana.com/buy/mazda-familia-sale-embilipitiya-11975302
Toyota,Car,Toyota Belta 2008 Car,Petrol,Automatic,"Rs. 6,700,000",2008,Panadura,"96,000 km",https://riyasewana.com/buy/toyota-belta-sale-panadura-11975180
Toyota,Car,Toyota Premio 2018 Car,Petrol,Automatic,"Rs. 16,000,000",2018,Battaramulla,"114,000 km",https://riyasewana.com/buy/toyota-premio-sale-battaramulla-11975140
Honda,Car,Honda City RS 2025 Car,Petrol,Automatic,"Rs. 13,600,000",2025,Ragama,"10,000 km",https://riyasewana.com/buy/honda-city-rs-sale-ragama-11975052
Suzuki,Car,Suzuki Swift 2008 Car,Petrol,Automatic,"Rs. 5,350,000",2008,Maharagama,"150,000 km",https://riyasewana.com/buy/suzuki-swift-sale-maharagama-11974941
Honda,Car,Honda N BOX CUSTOM 2019 Car,Petrol,Automatic,"Rs. 7,700,000",2019,Mawanella,"118,000 km",https://riyasewana.com/buy/honda-n-box-sale-mawanella-11974916
Honda,Car,Honda Fit GP5 S Grade 2015 Car,Petrol,Automatic,"Rs. 8,350,000",2015,Avissawella,"150,000 km",https://riyasewana.com/buy/honda-fit-gp5-sale-avissawella-11974907
Nissan,Car,Nissan March K11 2000 Car,Petrol,Automatic,"Rs. 2,750,000",2000,Kadawatha,"164,520 km",https://riyasewana.com/buy/nissan-march-k11-sale-kadawatha-11974887
Toyota,Car,Toyota Roomy Thor Custom G 2023 Car,Petrol,Automatic,"Rs. 9,790,000",2023,Ragama,"4,100 km",https://riyasewana.com/buy/toyota-roomy-thor-sale-ragama-11974838
Suzuki,Car,Suzuki Wagon R 2016 Car,Petrol,Automatic,"Rs. 6,075,000",2016,Negombo,"102,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-negombo-11974800
Daihatsu,Car,Daihatsu Mira 2025 Car,Petrol,Automatic,"Rs. 6,850,000",2025,Ragama,800 km,https://riyasewana.com/buy/daihatsu-mira-sale-ragama-11974751
Toyota,Car,Toyota Passo Moda 2019 Car,Petrol,Automatic,Negotiable,2019,Kolonnawa,"45,000 km",https://riyasewana.com/buy/toyota-passo-moda-sale-kolonnawa-11974684
Daihatsu,Car,Daihatsu Mira 2025 Car,Petrol,Automatic,"Rs. 7,450,000",2025,Colombo,47 km,https://riyasewana.com/buy/daihatsu-mira-sale-colombo-11974667
Mazda,Car,Mazda BJ5P 2001 Car,Petrol,Automatic,"Rs. 3,850,000",2001,Colombo,"155,000 km",https://riyasewana.com/buy/mazda-bj5p-sale-colombo-11974541
Nissan,Car,Nissan FB15 2007 Car,Petrol,Automatic,Negotiable,2007,Matara,"226,547 km",https://riyasewana.com/buy/nissan-fb15-sale-matara-11974535
Honda,Car,Honda Fit Aria GD8 2007 Car,Petrol,Automatic,"Rs. 5,150,000",2007,Galle,"225,600 km",https://riyasewana.com/buy/honda-fit-aria-sale-galle-11974435
Toyota,Car,Toyota Vitz 2016 Car,Petrol,Automatic,"Rs. 8,000,000",2016,Kelaniya,"109,000 km",https://riyasewana.com/buy/toyota-vitz-sale-kelaniya-11974253
Suzuki,Car,Suzuki Wagon R Stingray 2015 Car,Petrol,Automatic,"Rs. 6,249,900",2015,Hambantota,"159,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-hambantota-11974236
Toyota,Car,Toyota Vitz 2019 Car,Petrol,Automatic,"Rs. 8,850,000",2019,Gampaha,"90,000 km",https://riyasewana.com/buy/toyota-vitz-sale-gampaha-11974171
Toyota,Car,Toyota Carina Ti 1999 Car,Petrol,Automatic,"Rs. 5,400,000",1999,Ratnapura,"290,000 km",https://riyasewana.com/buy/toyota-carina-ti-sale-ratnapura-11974112
Audi,Car,Audi A5 S- Line 2018 Car,Petrol,Automatic,Negotiable,2018,Colombo,"64,000 km",https://riyasewana.com/buy/audi-a5-s--sale-colombo-11974102
Daihatsu,Car,Daihatsu TAFT 2024 Car,Petrol,Automatic,Negotiable,2024,Ja-Ela,"23,000 km",https://riyasewana.com/buy/daihatsu-taft-sale-ja-ela-11973976
Suzuki,Car,Suzuki Spacia 2016 Car,Petrol,Automatic,"Rs. 6,650,000",2016,Kurunegala,"114,000 km",https://riyasewana.com/buy/suzuki-spacia-sale-kurunegala-11973963
Toyota,Car,Toyota Prius 2014 Car,Petrol,Automatic,"Rs. 12,000,000",2014,Kelaniya,"69,500 km",https://riyasewana.com/buy/toyota-prius-sale-kelaniya-11973948
Toyota,Car,Toyota Avanza 2012 Car,Petrol,Automatic,"Rs. 7,000,000",2012,Kurunegala,"152,000 km",https://riyasewana.com/buy/toyota-avanza-sale-kurunegala-11973854
Suzuki,Car,Suzuki Wagon R 2025 Car,Petrol,Automatic,"Rs. 7,990,000",2025,Anuradapura,"1,800 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-anuradapura-11828141
Toyota,Car,Toyota Corolla 110 1996 Car,Petrol,Automatic,"Rs. 3,750,000",1996,Kuliyapitiya,,https://riyasewana.com/buy/toyota-corolla-110-sale-kuliyapitiya-11973798
Toyota,Car,Toyota Roomy 2023 Car,Petrol,Automatic,Negotiable,2023,Homagama,"21,000 km",https://riyasewana.com/buy/toyota-roomy-sale-homagama-11973777
Toyota,Car,Toyota Allion 2017 Car,Petrol,Automatic,"Rs. 14,500,000",2017,Kurunegala,"104,000 km",https://riyasewana.com/buy/toyota-allion-sale-kurunegala-11973773
Suzuki,Car,Suzuki Alto Japan Box 2007 Car,Petrol,Automatic,Negotiable,2007,Chilaw,"140,000 km",https://riyasewana.com/buy/suzuki-alto-japan-sale-chilaw-11973774
Toyota,Car,Toyota Corolla Luxury 2023 Car,Petrol,Automatic,"Rs. 16,650,000",2023,Colombo,"25,000 km",https://riyasewana.com/buy/toyota-corolla-luxury-sale-colombo-11973743
Toyota,Car,Toyota Belta 2011 Car,Petrol,Automatic,"Rs. 6,700,000",2011,Dambulla,"175,000 km",https://riyasewana.com/buy/toyota-belta-sale-dambulla-11973698
Toyota,Car,Toyota Corolla 2008 Car,Petrol,Automatic,"Rs. 6,950,000",2008,Ampara,"156,000 km",https://riyasewana.com/buy/toyota-corolla-sale-ampara-11973686
Toyota,Car,Toyota Corolla 2007 Car,Petrol,Automatic,"Rs. 6,370,000",2007,Kaduwela,"140,000 km",https://riyasewana.com/buy/toyota-corolla-sale-kaduwela-11973652
Daihatsu,Car,Daihatsu Mira L Limited 2025 Car,Petrol,Automatic,"Rs. 6,650,000",2025,Horana,"6,000 km",https://riyasewana.com/buy/daihatsu-mira-l-sale-horana-11973631
Suzuki,Car,Suzuki Alto 2018 Car,Petrol,Automatic,Negotiable,2018,Batticaloa,"45,000 km",https://riyasewana.com/buy/suzuki-alto-sale-batticaloa-11973577
Toyota,Car,Toyota Premio 2013 Car,Petrol,Automatic,"Rs. 11,900,000",2013,Kegalle,"129,000 km",https://riyasewana.com/buy/toyota-premio-sale-kegalle-11973411
Suzuki,Car,Suzuki Celerio 2015 Car,Petrol,Automatic,"Rs. 5,390,000",2015,Kadawatha,"148,000 km",https://riyasewana.com/buy/suzuki-celerio-sale-kadawatha-11973396
Nissan,Car,Nissan FB14 1999 Car,Petrol,Automatic,Negotiable,1999,Polonnaruwa,,https://riyasewana.com/buy/nissan-fb14-sale-polonnaruwa-11973308
Nissan,Car,Nissan Presea 2022 Car,Petrol,Automatic,"Rs. 3,200,000",2022,Ampara,180 km,https://riyasewana.com/buy/nissan-presea-sale-ampara-11973301
Suzuki,Car,Suzuki Baleno 2016 Car,Petrol,Automatic,"Rs. 7,400,000",2016,Kurunegala,"77,000 km",https://riyasewana.com/buy/suzuki-baleno-sale-kurunegala-11973230
Mazda,Car,Mazda RX-8 2005 Car,Petrol,Automatic,"Rs. 7,490,000",2005,Kaduwela,"113,000 km",https://riyasewana.com/buy/mazda-rx-8-sale-kaduwela-11973164
Toyota,Car,Toyota Passo 2007 Car,Petrol,Automatic,"Rs. 5,150,000",2007,Negombo,"170,000 km",https://riyasewana.com/buy/toyota-passo-sale-negombo-11973145
Suzuki,Car,Suzuki Wagon R Fx 2023 Car,Petrol,Automatic,"Rs. 7,550,000",2023,Nittambuwa,"43,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-nittambuwa-11973143
Proton,Car,Proton Saga 2012 Car,Petrol,Automatic,"Rs. 4,950,000",2012,Anuradapura,"136,958 km",https://riyasewana.com/buy/proton-saga-sale-anuradapura-11973139
Toyota,Car,Toyota Premio 2010 Car,Petrol,Automatic,"Rs. 10,150,000",2010,Kelaniya,"170,000 km",https://riyasewana.com/buy/toyota-premio-sale-kelaniya-11973133
Toyota,Car,Toyota Yaris 2023 Car,Petrol,Automatic,"Rs. 9,500,000",2023,Dehiwala-Mt,"10,485 km",https://riyasewana.com/buy/toyota-yaris-sale-dehiwala-mount-lavinia-11973112
Nissan,Car,Nissan B15 1999 Car,Petrol,Automatic,"Rs. 3,950,000",1999,Colombo,"165,000 km",https://riyasewana.com/buy/nissan-b15-sale-colombo-11973021
Suzuki,Car,Suzuki Celerio Vxi 2015 Car,Petrol,Automatic,"Rs. 5,475,000",2015,Kadawatha,"110,000 km",https://riyasewana.com/buy/suzuki-celerio-vxi-sale-kadawatha-11972954
Honda,Car,Honda City 2000 Car,Petrol,Automatic,Negotiable,2000,Bandarawela,"190,000 km",https://riyasewana.com/buy/honda-city-sale-bandarawela-11972950
Toyota,Car,Toyota Premio 2014 Car,Petrol,Automatic,Negotiable,2014,Negombo,"114,000 km",https://riyasewana.com/buy/toyota-premio-sale-negombo-11972908
Suzuki,Car,Suzuki Wagon R Stingray 2017 Car,Petrol,Automatic,Negotiable,2017,Kuliyapitiya,"129,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-kuliyapitiya-11972906
Micro,Car,Micro X25 Baic 2017 Car,Petrol,Automatic,"Rs. 5,650,000",2017,Colombo,"167,520 km",https://riyasewana.com/buy/micro-x25-baic-sale-colombo-11972803
Toyota,Car,Toyota Vitz 2018 Car,Petrol,Automatic,"Rs. 8,500,000",2018,Katunayake,"110,000 km",https://riyasewana.com/buy/toyota-vitz-sale-katunayake-11910374
Toyota,Car,Toyota Carina Ti 1997 Car,Petrol,Automatic,"Rs. 4,800,000",1997,Galle,"238,000 km",https://riyasewana.com/buy/toyota-carina-ti-sale-galle-11972734
Suzuki,Car,Suzuki Wagon R FX 2024 Car,Petrol,Automatic,Negotiable,2024,Homagama,"6,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-homagama-11885366
Toyota,Car,Toyota Allion 260 2007 Car,Petrol,Automatic,Negotiable,2007,Kegalle,"190,000 km",https://riyasewana.com/buy/toyota-allion-260-sale-kegalle-11898020
Toyota,Car,Toyota Aqua 2014 Car,Petrol,Automatic,Negotiable,2014,Maharagama,"162,500 km",https://riyasewana.com/buy/toyota-aqua-sale-maharagama-11972550
Nissan,Car,Nissan Dayz 2024 Car,Petrol,Automatic,"Rs. 7,475,000",2024,Colombo,"32,000 km",https://riyasewana.com/buy/nissan-dayz-sale-colombo-11972405
Mazda,Car,Mazda Familia 1998 Car,Petrol,Automatic,"Rs. 3,450,000",1998,Galle,"215,436 km",https://riyasewana.com/buy/mazda-familia-sale-galle-11972364
Toyota,Car,Toyota Passo MODA 2016 Car,Petrol,Automatic,"Rs. 7,275,000",2016,Gampaha,"81,000 km",https://riyasewana.com/buy/toyota-passo-moda-sale-gampaha-11972274
BMW,Car,BMW 7 Series 2017 Car,Petrol,Automatic,"Rs. 37,500,000",2017,Kelaniya,"53,000 km",https://riyasewana.com/buy/bmw-7-series-sale-kelaniya-11806628
Toyota,Car,Toyota Prius 2008 Car,Petrol,Automatic,"Rs. 6,400,000",2008,Negombo,"268,000 km",https://riyasewana.com/buy/toyota-prius-sale-negombo-11972228
Toyota,Car,Toyota Premio 2019 Car,Petrol,Automatic,Negotiable,2019,Piliyandala,"27,000 km",https://riyasewana.com/buy/toyota-premio-sale-piliyandala-11972192
Toyota,Car,Toyota Custom G 360 2025 Car,Petrol,Automatic,"Rs. 10,750,000",2025,Colombo,"1,000 km",https://riyasewana.com/buy/toyota-custom-g-sale-colombo-11972146
Toyota,Car,Toyota Belta 2009 Car,Petrol,Automatic,"Rs. 6,000,000",2009,Moratuwa,"250,000 km",https://riyasewana.com/buy/toyota-belta-sale-moratuwa-11972137
Toyota,Car,Toyota Roomy Custom G 2024 Car,Petrol,Automatic,"Rs. 10,350,000",2024,Colombo,"4,000 km",https://riyasewana.com/buy/toyota-roomy-custom-sale-colombo-11972132
Audi,Car,Audi A3 S Line 2023 Car,Petrol,Automatic,Negotiable,2023,Colombo,"17,000 km",https://riyasewana.com/buy/audi-a3-s-sale-colombo-11972055
Daihatsu,Car,Daihatsu Mira X Limited 2026 Car,Petrol,Automatic,"Rs. 7,490,000",2026,Ragama,200 km,https://riyasewana.com/buy/daihatsu-mira-x-sale-ragama-11972044
Toyota,Car,Toyota Aqua G Grade 2013 Car,Petrol,Automatic,"Rs. 7,575,000",2013,Piliyandala,"126,000 km",https://riyasewana.com/buy/toyota-aqua-g-sale-piliyandala-11972009
Nissan,Car,Nissan Roox 2025 Car,Petrol,Automatic,"Rs. 9,350,000",2025,Kandy,"3,000 km",https://riyasewana.com/buy/nissan-roox-sale-kandy-11888883
Toyota,Car,Toyota Roomy Custom GT 2024 Car,Petrol,Automatic,"Rs. 11,000,000",2024,Kandy,"9,000 km",https://riyasewana.com/buy/toyota-roomy-custom-sale-kandy-11868944
BMW,Car,BMW 318i 2018 Car,Petrol,Automatic,Negotiable,2018,Kurunegala,"39,000 km",https://riyasewana.com/buy/bmw-318i-sale-kurunegala-11971964
Toyota,Car,Toyota Corolla Raum 2001 Car,Petrol,Automatic,"Rs. 3,700,000",2001,Balangoda,"185,000 km",https://riyasewana.com/buy/toyota-corolla-raum-sale-balangoda-11971816
Toyota,Car,Toyota Yaris G Grade LED 2023 Car,Petrol,Automatic,"Rs. 9,850,000",2023,Moneragala,"11,000 km",https://riyasewana.com/buy/toyota-yaris-g-sale-moneragala-11971806
Nissan,Car,Nissan FB14 1997 Car,Petrol,Automatic,"Rs. 3,150,000",1997,Kesbewa,,https://riyasewana.com/buy/nissan-fb14-sale-kesbewa-11971750
Toyota,Car,Toyota Premio240 2003 Car,Petrol,Automatic,"Rs. 6,785,000",2003,Kiribathgoda,123 km,https://riyasewana.com/buy/toyota-premio240-sale-kiribathgoda-11971678
Toyota,Car,Toyota ROOMY 2024 Car,Petrol,Automatic,"Rs. 9,300,000",2024,Battaramulla,"5,000 km",https://riyasewana.com/buy/toyota-roomy-sale-battaramulla-11614285
Toyota,Car,Toyota Vitz 2019 Car,Petrol,Automatic,"Rs. 9,200,000",2019,Homagama,"41,000 km",https://riyasewana.com/buy/toyota-vitz-sale-homagama-11971569
Nissan,Car,Nissan March K11 2000 Car,Petrol,Automatic,"Rs. 2,950,000",2000,Matara,,https://riyasewana.com/buy/nissan-march-k11-sale-matara-11971532
Daihatsu,Car,Daihatsu Mira 2025 Car,Petrol,Automatic,"Rs. 7,290,000",2025,Matale,"7,000 km",https://riyasewana.com/buy/daihatsu-mira-sale-matale-11971529
Toyota,Car,Toyota Yaris X Grade 2024 Car,Petrol,Automatic,Negotiable,2024,Divulapitiya,"9,000 km",https://riyasewana.com/buy/toyota-yaris-x-sale-divulapitiya-11971322
Suzuki,Car,Suzuki Swift 2004 Car,Petrol,Automatic,"Rs. 4,390,000",2004,Colombo,"193,000 km",https://riyasewana.com/buy/suzuki-swift-sale-colombo-11971164
Honda,Car,Honda Insight 2009 Car,Petrol,Automatic,"Rs. 6,800,000",2009,Tangalle,"183,000 km",https://riyasewana.com/buy/honda-insight-sale-tangalle-11971159
Toyota,Car,Toyota Axio 2007 Car,Petrol,Automatic,"Rs. 7,050,000",2007,Ja-Ela,"188,000 km",https://riyasewana.com/buy/toyota-axio-sale-ja-ela-11971022
Toyota,Car,Toyota Vitz 2016 Car,Petrol,Automatic,"Rs. 8,200,000",2016,Dankotuwa,"170,344 km",https://riyasewana.com/buy/toyota-vitz-sale-dankotuwa-11970880
Perodua,Car,Perodua Axia 2019 Car,Petrol,Automatic,"Rs. 6,500,000",2019,Gampaha,"76,000 km",https://riyasewana.com/buy/perodua-axia-sale-gampaha-11970845
Nissan,Car,Nissan FB14 2002 Car,Petrol,Automatic,Negotiable,2002,Kottawa,"1,111 km",https://riyasewana.com/buy/nissan-fb14-sale-kottawa-11970809
Toyota,Car,Toyota Vitz SCP10 2001 Car,Petrol,Automatic,"Rs. 4,375,000",2001,Kurunegala,"165,000 km",https://riyasewana.com/buy/toyota-vitz-scp10-sale-kurunegala-11970789
Daihatsu,Car,Daihatsu Mira 2024 Car,Petrol,Automatic,"Rs. 6,795,000",2024,Kiribathgoda,"5,600 km",https://riyasewana.com/buy/daihatsu-mira-sale-kiribathgoda-11921344
Suzuki,Car,Suzuki Celerio 2015 Car,Petrol,Automatic,"Rs. 5,300,000",2015,Ragama,"202,000 km",https://riyasewana.com/buy/suzuki-celerio-sale-ragama-11970489
Toyota,Car,Toyota Passo 2010 Car,Petrol,Automatic,"Rs. 5,500,000",2010,Kotte,"162,000 km",https://riyasewana.com/buy/toyota-passo-sale-kotte-11970356
Morris,Car,Morris Cooper 1980 Car,Petrol,Automatic,"Rs. 3,300,000",1980,Gampola,"1,112 km",https://riyasewana.com/buy/morris-cooper-sale-gampola-11970209
Mazda,Car,Mazda Familia 2003 Car,Petrol,Automatic,"Rs. 3,560,000",2003,Kandy,"153,400 km",https://riyasewana.com/buy/mazda-familia-sale-kandy-11970181
Suzuki,Car,Suzuki WAGON R STINGRAY 2018 Car,Petrol,Automatic,"Rs. 7,450,000",2018,Bentota,"1,234 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-bentota-11970155
Hyundai,Car,Hyundai Sonata 2012 Car,Petrol,Automatic,"Rs. 8,000,000",2012,Colombo,"121,000 km",https://riyasewana.com/buy/hyundai-sonata-sale-colombo-11970063
Daihatsu,Car,Daihatsu Mira 2009 Car,Petrol,Automatic,"Rs. 4,850,000",2009,Colombo,"74,500 km",https://riyasewana.com/buy/daihatsu-mira-sale-colombo-11970035
Toyota,Car,Toyota Vitz 2009 Car,Petrol,Automatic,"Rs. 5,615,000",2009,Kandy,180 km,https://riyasewana.com/buy/toyota-vitz-sale-kandy-11970009
Toyota,Car,Toyota Prius 2013 Car,Petrol,Automatic,"Rs. 11,250,000",2013,Kandy,"132,200 km",https://riyasewana.com/buy/toyota-prius-sale-kandy-11970000
Toyota,Car,Toyota Vitz 2015 Car,Petrol,Automatic,"Rs. 7,500,000",2015,Panadura,"52,917 km",https://riyasewana.com/buy/toyota-vitz-sale-panadura-11969987
Toyota,Car,Toyota Passo 2007 Car,Petrol,Automatic,"Rs. 4,600,000",2007,Puttalam,"175,000 km",https://riyasewana.com/buy/toyota-passo-sale-puttalam-11969964
Nissan,Car,Nissan Sunny 2001 Car,Petrol,Automatic,"Rs. 4,500,000",2001,Kandy,"280,000 km",https://riyasewana.com/buy/nissan-sunny-sale-kandy-11969933
Toyota,Car,Toyota Corolla 121 2000 Car,Petrol,Automatic,"Rs. 5,200,000",2000,Ampara,"142,000 km",https://riyasewana.com/buy/toyota-corolla-121-sale-ampara-11969921
Toyota,Car,Toyota Vitz 2008 Car,Petrol,Automatic,"Rs. 5,725,000",2008,Wennappuwa,160 km,https://riyasewana.com/buy/toyota-vitz-sale-wennappuwa-11969915
Nissan,Car,Nissan FB15 2003 Car,Petrol,Automatic,"Rs. 5,150,000",2003,Avissawella,"141,700 km",https://riyasewana.com/buy/nissan-fb15-sale-avissawella-11969893
Perodua,Car,Perodua Viva Elite 2011 Car,Petrol,Automatic,"Rs. 4,730,000",2011,Kadawatha,"120,531 km",https://riyasewana.com/buy/perodua-viva-elite-sale-kadawatha-11969789
Suzuki,Car,Suzuki Wagon R FX Safety 2018 Car,Petrol,Automatic,"Rs. 6,750,000",2018,Colombo,"130,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-11969780
Mazda,Car,Mazda Capella 2000 Car,Petrol,Automatic,Negotiable,2000,Kalutara,"190,000 km",https://riyasewana.com/buy/mazda-capella-sale-kalutara-11969748
Micro,Car,Micro Emgrand 2015 Car,Petrol,Automatic,"Rs. 4,900,000",2015,Matara,"227,000 km",https://riyasewana.com/buy/micro-emgrand-sale-matara-11969725
Nissan,Car,Nissan March K12 2002 Car,Petrol,Automatic,"Rs. 3,850,000",2002,Malabe,"105,388 km",https://riyasewana.com/buy/nissan-march-k12-sale-malabe-11969724
Toyota,Car,Toyota Corolla 141 2008 Car,Petrol,Automatic,"Rs. 6,600,000",2008,Negombo,"123,456 km",https://riyasewana.com/buy/toyota-corolla-141-sale-negombo-11969694
Suzuki,Car,Suzuki Alto 2011 Car,Petrol,Automatic,Negotiable,2011,Tangalle,,https://riyasewana.com/buy/suzuki-alto-sale-tangalle-11969673
Toyota,Car,Toyota Roomy G Grade 2023 Car,Petrol,Automatic,"Rs. 9,200,000",2023,Homagama,"24,500 km",https://riyasewana.com/buy/toyota-roomy-g-sale-homagama-11969626
Daihatsu,Car,Daihatsu Mira Es 2024 Car,Petrol,Automatic,"Rs. 6,890,000",2024,Galle,"2,100 km",https://riyasewana.com/buy/daihatsu-mira-es-sale-galle-11969567
Honda,Car,Honda Fit Aria GD8 2010 Car,Petrol,Automatic,"Rs. 5,280,000",2010,Embilipitiya,"265,000 km",https://riyasewana.com/buy/honda-fit-aria-sale-embilipitiya-11969557
Suzuki,Car,Suzuki Celerio VXI 2014 Car,Petrol,Automatic,"Rs. 5,175,000",2014,Galle,"108,000 km",https://riyasewana.com/buy/suzuki-celerio-vxi-sale-galle-11969487
